ER72001,ER72002,ER72017,ER72018,ER72195,ER72217,ER72231,ER73069,ER76897,ER76962,ER77249,ER77255,ER77588,ER77591,ER77599
1,4730,50,1,9130,18,8,38000,2,27,49,2186,73080.13,3,11
1,8192,36,2,4600,7,0,10920,2,99,52,1560,9853.6,3,11
1,8624,37,2,8965,18.6,1,28000,2,12,51,3584,38935,3,11
1,5497,95,2,0,0,0,0,2,0,0,0,12748,3,8
1,5287,67,2,4020,8,1,6240,2,30,52,780,20534,3,12
1,4663,62,1,0,0,0,0,2,0,0,0,10318,3,11
1,9353,45,1,6130,10,3,25000,2,25,52,2600,18373.79,3,12
1,4679,44,1,0,0,0,0,2,11,0,0,54101,3,14
1,8976,42,1,6515,0,0,0,2,1,0,0,21603.66,3,11
1,7252,33,1,5550,20.3,3,63000,2,14,49,2695,39030,3,15
1,6764,32,2,2000,0,7,46000,2,2,48,2055,21780,3,17
1,8962,45,1,0,0,0,0,2,0,0,0,35133.79,3,10
1,6845,23,2,8965,17,0,9999998,2,2,51,3084,39907,3,13
1,7087,36,1,9510,24.5,1,53000,2,12,42,3360,59358,3,12
1,7869,45,2,0,0,0,0,2,0,0,0,26202,3,11
1,6284,60,2,0,0,0,0,2,0,0,0,12655,3,13
1,7488,58,1,0,0,0,0,2,21,0,0,76000.73,3,12
1,6958,54,2,4230,0,17,9999999,2,23,50,498,24608.6,3,12
1,6206,40,1,0,0,0,0,2,12,0,0,29311.53,3,12
1,6998,40,1,0,0,0,0,2,0,0,0,12594.17,3,12
1,6122,39,2,0,0,0,0,2,3,0,0,15030,3,8
1,7453,39,2,0,0,0,0,2,9,0,0,29840,3,13
1,7613,35,2,4720,0,0,4200,2,0,18,864,51967,3,14
1,6730,33,2,4020,11.44,2,20000,2,1,51,2244,46022,3,13
1,8205,26,2,4220,998,0,9999998,2,0,48,1904,16152,3,14
1,8412,58,2,3600,0,0,22000,2,22,30,1757,46526,3,12
1,9253,40,2,5620,0,0,5760,1,10,9,396,20642,1,15
1,7812,35,2,5240,12,3,18000,1,12,52,1872,39706,3,15
1,5512,70,1,0,0,0,0,2,17,0,0,30271.94,3,12
1,9452,35,1,9999,0,2,31000,2,6,51,2448,65144.14,3,17
1,8554,23,2,4060,9.41,3,9999999,2,5,52,1300,34938,3,13
1,7827,47,1,6520,28.02,6,67000,2,18,50,2250,127898,3,14
1,8617,37,1,9500,26.75,12,150000,2,15,26,1841,77274,3,12
1,2799,35,2,5610,0,0,1500,2,5,6,96,11284,4,12
1,8505,42,2,4760,0,0,29000,2,1,51,2397,23074,1,14
1,7774,38,1,8800,11.5,0,22000,2,2,50,2000,23279.67,2,14
1,7590,36,1,9600,13.8,98,25000,2,0,52,2248,33810,2,12
1,9185,33,1,9130,0,1,50000,2,1,52,2600,26424.06,2,15
1,4635,29,1,4530,26,8,45000,2,0,49,1960,76352,2,14
1,4935,51,1,3800,0,12,39000,2,25,49,1944,56650.18,2,13
1,5761,31,2,5360,8.5,5,9999998,2,11,47,2190,37667.74,2,14
1,5650,26,1,3655,11,2,9999998,2,99,38,1520,28796,2,12
1,1071,63,2,5240,14.5,6,18000,2,11,35,1050,17200,2,13
1,3346,25,2,2015,16,0,30000,2,0,52,2600,87212.13,2,12
1,3277,67,1,0,0,0,0,2,16,0,0,21029.75,3,12
1,3288,37,1,5610,16.5,5,60000,2,99,51,3302,39806.66,3,15
1,3194,49,1,1050,0,23,80000,2,24,44,2200,122530,3,12
1,2329,68,2,0,0,0,0,2,20,0,0,25911.9,3,12
1,1563,63,1,0,0,0,0,2,20,0,0,9412.01,3,12
1,2726,56,2,8300,0,0,7909,1,15,19,855,15128,3,12
1,2509,57,1,0,0,0,0,2,20,0,0,27694,3,11
1,5772,58,2,0,0,0,0,2,99,0,0,12711,3,12
1,7531,52,1,0,0,0,0,2,19,0,0,18100,3,12
1,8202,50,2,3600,12.46,15,26000,2,99,51,2040,21548,3,12
1,6810,38,2,5240,13.5,1,23000,2,8,52,2064,54644,3,12
1,6453,36,1,9130,16,1,40000,2,3,46,2736,44888.6,3,15
1,6949,34,1,9130,0,0,33000,2,3,16,1024,54483.75,3,10
1,6336,32,1,4250,0,0,500,2,0,5,25,19472.38,3,10
1,5236,30,1,4020,11.44,6,30000,1,5,52,2820,20688,3,12
1,5672,28,1,5160,0,4,40000,2,1,48,1936,35832,3,16
1,5619,34,2,4230,0,0,9999998,2,0,52,832,16164,3,14
1,7308,49,2,5000,17.34,7,32764,2,15,37,2220,103110,3,14
1,7431,40,1,8410,11.4,1,9999998,2,10,52,2528,42834.13,3,13
1,8986,30,1,9600,15,8,50000,2,10,51,2328,57200,3,12
1,6727,46,1,6200,0,9,63000,2,13,49,1960,79212,3,14
1,4150,68,2,0,0,0,0,2,16,0,0,30772,3,11
1,4326,51,2,420,0,11,9999999,2,6,45,1858,36135.41,3,15
1,4075,32,2,2016,999,0,9999999,2,3,49,2940,36900,3,14
1,4344,31,2,4920,0,0,9999999,2,99,16,652,25334.75,3,17
1,4452,27,1,9810,0,0,9999999,2,99,24,1056,21983.55,3,14
1,5987,47,1,0,0,0,0,2,4,0,0,16077.21,3,12
1,7126,44,1,0,0,0,0,2,12,0,0,39529.23,3,12
1,8895,39,1,7330,23,3,70000,2,17,51,3315,38640,3,14
1,4634,37,2,0,0,0,0,2,99,0,0,22135,3,12
1,9593,32,1,4110,2.13,2,30000,2,3,51,1578,24040,3,15
1,5119,61,1,940,15,4,9999999,2,7,21,945,80710,3,17
1,8140,44,2,350,0,3,9999999,2,10,51,3570,101068,3,15
1,8188,26,1,9620,13,0,10000,2,4,26,1560,25600,3,12
1,5354,65,1,0,0,0,0,2,99,0,0,11548,3,12
1,8790,42,2,5700,15,4,19000,2,99,46,1288,36105.6,3,12
1,4702,70,2,0,0,0,0,2,0,0,0,28055.1,3,12
1,8987,69,2,0,0,0,0,2,0,0,0,78580,3,12
1,6189,68,1,0,0,0,0,2,30,0,0,15917.22,3,11
1,6769,54,2,5620,16.05,24,34000,2,8,48,1936,24622,3,15
1,7681,51,2,5000,23.25,18,40000,2,5,49,1960,30680,3,14
1,6078,48,1,8010,16,17,33000,2,12,51,2130,31977.89,3,13
1,4584,46,2,0,0,0,0,2,0,0,0,8904,3,11
1,6379,44,2,4020,999,2,9999999,2,18,52,1560,30263.35,3,13
1,5247,44,2,8740,15,18,50000,2,12,51,2040,32976,3,12
1,5306,43,2,7840,10,3,25000,2,5,52,2080,23234,3,11
1,6583,42,2,7840,9.15,2,20000,2,6,50,2500,33228,3,11
1,4821,35,2,9040,25,0,90000,2,5,50,4000,38880,3,15
1,8462,33,1,4110,2.13,0,9999998,2,5,51,2560,28557.39,3,16
1,5768,25,2,4060,9,4,16800,2,0,52,2600,22078,3,12
1,5845,23,2,9750,0,0,16380,2,3,35,1211,55460,3,12
1,7361,23,2,5860,17.57,2,18000,2,0,52,1560,44236,3,16
1,8161,28,2,1050,14.5,2,14000,2,1,51,2056,15116,3,17
1,5479,76,1,0,0,0,0,2,30,0,0,23804,3,14
1,8602,43,2,5000,0,15,24000,2,5,51,2040,41191,3,14
1,8578,41,2,3500,27,3,120000,2,13,50,3174,86809.64,4,14
1,8385,32,2,4650,20,0,16000,2,4,52,1820,41544,3,11
1,5376,25,2,4030,8.25,0,12870,2,2,52,1560,20058,1,12
1,5651,50,1,8630,35,18,70000,2,20,51,2064,37020,3,16
1,3015,75,1,0,0,0,0,1,23,0,0,29600,3,11
1,3190,54,1,9130,0,5,80000,2,17,50,2500,50984,1,12
1,3336,51,1,5550,30,23,90000,2,4,49,2138,74355.73,3,12
1,3022,50,1,9120,29.46,7,56000,2,14,35,1540,39468,3,12
1,3198,34,1,9640,0,0,5000,2,3,12,480,9960,3,12
1,2991,29,1,0,0,0,0,2,1,0,0,36904.07,3,10
1,3215,53,1,9510,0,0,35000,2,1,35,1412,67644,3,14
1,808,58,1,4920,0,0,75000,2,23,49,1470,149780,3,17
1,888,28,2,3600,12.5,4,13000,2,2,51,2056,40010,3,11
1,796,63,2,0,0,0,0,2,0,0,0,44580,3,14
1,1304,38,1,4220,11,17,22880,2,18,51,2040,18100,3,12
1,275,27,2,4350,10.98,6,34000,2,2,52,1248,43150,3,17
1,3023,58,1,9120,21,11,38325,2,4,52,2270,53592,3,14
1,3206,32,1,2750,20,0,50000,2,5,51,2295,48510,3,15
1,3158,27,1,9130,9.25,4,17760,2,4,52,1820,25972,3,12
1,3214,51,2,430,14.5,5,34000,2,9,50,2250,48370,3,14
1,3229,28,1,5810,12,0,38000,2,3,52,1664,32480,3,14
1,3355,46,1,2750,0,4,40000,2,1,51,1907,25250,3,16
1,3179,35,1,800,0,4,45000,2,3,51,2032,42280,3,17
1,3139,30,2,4010,7,3,55000,2,7,50,2369,74482.34,3,14
1,200,63,2,2320,0,23,60000,2,20,50,2016,37184,3,17
1,1137,26,1,9140,0,2,42000,2,6,50,2016,29342.38,3,17
1,5992,72,2,0,0,0,0,2,16,0,0,45630,3,16
1,5676,57,2,2310,0,13,24000,2,1,50,2000,65240,2,16
1,5530,44,1,7140,31,7,110000,2,19,52,3640,50700,3,16
1,5264,39,2,0,0,0,0,2,2,0,0,22331.45,3,17
1,5598,35,2,5840,15.5,0,35000,2,4,46,1880,21768,3,15
1,8095,31,1,4030,8.25,0,15000,2,0,50,1764,28780,3,16
1,5769,66,2,0,0,0,0,2,10,0,0,30005.68,3,16
1,5882,69,1,0,0,0,0,2,25,0,0,33520,3,16
1,8930,35,2,2340,0,0,15000,2,1,17,668,22207,3,17
1,7650,31,1,4700,0,6,20000,2,2,49,2205,82024,2,16
1,7298,44,2,2320,0,6,57000,2,99,51,2048,76160,3,17
1,5709,34,1,5220,21,8,48000,2,2,51,2040,52450,3,13
1,7768,33,1,2000,25.75,1,49000,2,6,51,2225,53591.45,3,14
1,8849,27,1,4710,17.5,3,9999998,2,5,48,2169,40028,3,15
1,8255,53,1,4500,0,0,50000,2,1,51,2734,87291.66,3,16
1,6677,35,1,2800,10.45,10,9999998,2,99,51,1024,19528,3,14
1,8637,33,1,6250,15.5,2,40000,2,0,52,2080,42366.44,3,13
1,5013,58,1,2200,0,26,75000,2,99,52,2080,81260,3,17
1,5090,56,2,4230,0,0,9999999,2,30,52,624,13040,3,13
1,5886,54,2,9130,19,2,9999999,2,99,49,2020,57850,3,13
1,8473,40,2,120,0,7,89000,2,10,47,2204,66352,3,17
1,9052,29,1,7800,0,0,21000,2,3,52,1820,26696,3,13
1,5019,27,2,4110,2.15,1,8000,2,0,50,1779,66242.58,3,15
1,8434,66,1,8810,25,17,65000,2,12,51,2040,89659.2,3,14
1,4864,52,1,3800,23,11,27000,2,25,52,2080,65904,3,16
1,6335,78,2,4600,0,3,4500,2,44,52,2080,45122.95,2,6
1,4801,26,2,3600,13,0,9999999,2,0,52,2704,31125.15,2,12
1,5115,25,2,4020,10,1,18060,2,2,51,2125,13430,2,12
1,9295,29,1,4700,14,0,35000,1,7,50,2100,45460,2,10
1,9413,27,2,3600,13.25,0,25000,1,5,51,2225,41700,2,11
1,6364,39,2,4760,9.75,0,18000,1,7,52,1560,21270,2,15
1,6655,29,2,3800,18.84,4,41000,1,6,52,2304,37536,2,12
1,1075,59,2,650,0,32,119784,2,6,46,1840,55516.97,3,17
1,8085,92,1,0,0,0,0,2,40,0,0,23660,3,99
1,6449,68,1,0,0,0,0,2,37,0,0,19492.56,3,9
1,8885,63,2,0,0,0,0,2,35,0,0,25097.11,3,17
1,7280,58,1,0,0,0,0,2,25,0,0,8209.16,3,10
1,6598,53,2,5550,23,8,60000,2,21,50,2800,40340,3,13
1,4571,46,2,5000,15,20,30000,2,13,51,2040,24306,3,16
1,8081,35,1,9600,13.5,2,24000,2,0,50,2024,52992,3,10
1,6944,28,1,6355,17,3,9999999,2,10,51,2065,51259,3,14
1,6610,26,2,4720,10,1,10000,2,2,35,1225,21944,3,12
1,5092,43,2,0,0,0,0,2,14,0,0,39324,3,13
1,8459,40,2,5550,17.18,2,20000,2,2,46,1840,45381,3,14
1,7266,36,2,4700,12.66,3,16000,2,6,51,2295,23200,3,14
1,7176,35,2,7700,15.44,4,54000,2,10,52,3640,86175.2,3,11
1,8066,68,1,6240,0,0,1400,2,25,1,30,51280,3,13
1,7989,28,1,7630,12,4,0,2,4,52,2080,13291,3,12
1,6046,68,1,0,0,0,0,2,43,0,0,64390,3,11
1,6865,36,2,4720,0,8,15600,2,8,52,1806,57175.1,3,13
1,7359,36,1,7700,0,9,60000,2,99,52,2080,46834.63,3,16
1,6410,28,1,5540,17.5,6,37000,2,6,51,2413,30935,3,13
1,8852,66,2,0,0,0,0,2,3,0,0,13240,2,11
1,6348,61,1,0,0,0,0,2,5,0,0,34140,2,12
1,7874,59,1,9120,15.73,1,29000,2,12,52,2080,41180,2,12
1,5982,56,1,0,0,0,0,2,0,0,0,5780,2,10
1,4637,55,2,2310,0,2,19000,2,2,52,1976,24716,2,16
1,8860,53,1,9600,13.75,0,0,2,10,0,0,17440,2,12
1,4713,41,2,4610,10,1,12000,2,99,52,1560,24544,2,13
1,7992,42,1,6440,999,7,9999999,2,10,52,2100,27169.5,2,13
1,6782,40,2,4220,18.45,4,19000,2,10,49,1960,22500,2,14
1,6090,35,1,9620,13.5,0,9999998,2,0,13,624,35216,2,10
1,6066,38,2,9120,16.75,8,22000,2,1,39,780,21846.28,2,13
1,7429,32,1,6440,38.26,3,67000,2,7,51,2090,35463,2,16
1,8972,21,1,4140,0,0,4857,2,2,10,428,14820,2,13
1,6932,66,2,0,0,0,0,2,9,0,0,16874,2,10
1,8946,48,2,800,45,12,86000,2,20,50,1984,47138.05,2,17
1,4600,33,1,9130,25,1,51000,2,9,45,1816,55314,2,12
1,6626,30,2,4600,0,0,12000,2,2,52,1144,36622,2,12
1,3478,56,2,0,0,0,0,2,0,0,0,5798,2,12
1,3723,53,2,8965,27.98,26,80000,2,30,45,2340,31818,1,13
1,3661,49,1,6260,0,0,0,2,12,0,0,11580,2,11
1,3487,38,2,8000,14.25,2,40000,2,1,51,2056,23099,2,11
1,3489,35,1,0,0,0,0,2,3,0,0,26556,2,13
1,3817,33,2,350,16.5,10,30000,2,8,52,4160,32308,2,12
1,3679,27,2,4920,999,0,9999999,2,1,51,2805,30256.61,2,12
1,3588,21,2,4610,10.25,1,22100,2,1,50,3800,54604.13,2,12
1,3652,19,1,6515,14,1,10000,1,0,48,1936,19560,2,11
1,3602,46,1,8140,21.5,20,55000,2,9,47,2256,31090,2,12
1,3606,50,2,4610,13.25,1,35000,1,25,51,2816,20540,2,13
1,3756,53,1,9600,13.5,1,28000,2,33,38,1520,42540,3,12
1,3771,32,1,8740,998,5,43000,2,14,51,2673,66500,1,15
1,265,57,2,420,0,10,58000,2,32,51,3060,37268,2,17
1,206,59,2,0,0,0,0,2,3,0,0,16010,2,13
1,328,40,1,5510,10,1,20000,2,5,45,1800,29077.58,2,14
1,1226,32,1,7420,24.1,12,50000,2,10,42,2080,72190,2,13
1,415,62,1,9140,12,3,35000,2,29,52,2392,18953.39,4,13
1,112,59,2,0,0,0,0,2,35,0,0,45873.7,4,12
1,896,38,2,4840,0,1,110000,2,9,49,1764,66910,4,14
1,385,36,1,4220,0,0,2400,2,6,6,360,8787.28,4,12
1,286,36,2,8740,16,0,25000,2,2,52,3120,23990,4,16
1,859,33,1,2710,0,0,54000,2,4,49,2299,76056.66,4,15
1,867,29,1,5510,0,0,20000,2,5,27,1350,15120,4,12
1,702,23,2,4060,0,0,6000,2,5,30,1475,24879.41,4,11
1,7724,74,2,0,0,0,0,2,40,0,0,9580.05,3,9
1,9027,53,2,0,0,0,0,2,7,0,0,14594.05,3,12
1,9241,25,1,1050,0,0,55000,2,3,51,2794,40860,3,16
1,2178,52,2,5940,3,7,9999998,2,0,51,1020,12810.81,2,12
1,1894,50,2,5110,15.71,7,40000,2,11,51,3060,36622.9,2,16
1,1358,41,2,5240,999,4,9999999,2,14,51,2024,54846,2,13
1,2545,62,1,8965,998,38,37000,2,44,51,2040,62028,2,12
1,2212,31,1,5510,0,0,42000,2,1,52,1818,42386.38,2,16
1,2102,35,1,4010,16,20,48000,2,10,52,3900,82936.46,2,12
1,1972,30,1,9600,18.1,2,48000,2,0,50,2520,52044,2,13
1,670,61,1,4250,0,0,600,2,0,10,40,4116,2,11
1,629,73,2,0,0,0,0,2,40,0,0,16458,2,10
1,592,57,2,0,0,0,0,2,1,0,0,6268,2,12
1,695,54,1,0,0,0,0,2,2,0,0,15228,2,11
1,872,33,2,5150,15,12,29000,2,0,49,1960,26940.58,2,11
1,638,33,2,8000,0,0,9000,2,1,41,1949,21020,2,11
1,4323,65,2,4230,11.75,41,16000,2,15,51,1632,29196,3,11
1,3980,44,2,5240,18,0,62000,2,4,47,2607,55232,3,14
1,4010,34,2,4220,10.71,9,18000,2,5,52,2080,15840,3,14
1,4226,35,1,9600,13,0,30000,2,15,51,2448,70700,3,15
1,4049,27,2,4050,9.5,9,13000,2,4,29,1152,8268,3,11
1,4243,40,2,4220,0,0,522,2,12,4,60,26192,3,14
1,4000,36,1,2200,0,0,58109,2,0,50,2000,79676,3,17
1,4264,33,1,8430,15,0,24960,2,9,46,2760,78220,3,10
1,1640,61,2,3600,25,3,36000,2,5,52,2080,38200,3,11
1,1647,59,2,5560,28.64,23,62000,2,35,48,1936,32570,3,12
1,1988,47,2,4760,0,5,34000,2,9,51,2024,46690,3,12
1,2044,44,2,4510,0,0,30000,2,1,52,1040,70240,3,11
1,1803,44,2,3600,0,1,24000,2,20,51,459,15190.91,3,13
1,2111,45,1,7200,0,2,25000,2,3,50,2750,63042,3,9
1,2729,33,1,9130,0,19,90000,2,16,51,4590,157500,3,10
1,2805,30,2,540,17.25,0,14000,2,4,21,856,36709.85,3,12
1,1892,28,2,4600,9,0,2000,2,4,17,680,25140,3,12
1,1428,46,2,4220,999,2,22880,2,11,52,2080,8322.5,3,12
1,1387,34,2,0,0,0,0,2,0,0,0,24040,3,11
1,1496,35,2,5240,15,0,30000,1,99,46,1824,53480,3,12
1,2714,38,2,3600,9.62,8,21000,2,16,51,2056,26906,3,12
1,6852,69,2,0,0,0,0,2,10,0,0,34567.33,3,12
1,7062,59,2,0,0,0,0,2,10,0,0,35800,3,12
1,6469,51,2,350,0,10,9999999,2,8,50,3000,66144.88,3,17
1,7385,47,1,9130,57,0,158000,2,10,52,3096,108081,2,13
1,9150,38,2,4520,0,0,60000,2,4,52,2080,62640,3,16
1,8622,48,1,2320,0,0,32000,2,99,47,1880,31420,3,16
1,9198,25,1,9620,22.37,1,10000,2,7,11,456,71160,2,12
1,8917,21,2,3930,10,0,12000,2,3,52,1560,12480,3,11
1,1840,59,1,5620,20.18,6,38000,2,99,50,1616,19138,4,17
1,1608,65,1,9620,20.26,4,29000,1,7,51,1270,57604,4,15
1,2587,39,1,9140,0,0,25600,2,6,34,1700,37482.72,4,16
1,6056,53,2,4020,999,2,9999999,2,10,38,1140,13794.03,2,10
1,7861,33,1,4030,999,0,0,2,1,0,0,12740,2,12
1,3152,62,1,0,0,0,0,2,14,0,0,26683.4,2,12
1,3207,56,2,0,0,0,0,2,5,0,0,7064.05,2,12
1,7313,65,1,4250,0,0,0,2,13,20,500,90020,2,13
1,5541,46,1,4700,0,29,100000,2,3,50,2739,83764,3,15
1,6929,39,1,5860,0,20,86000,2,3,50,1992,79040,2,13
1,9225,37,2,740,37.24,11,80000,2,11,48,2142,51445,2,17
1,5909,33,1,4010,0,0,44000,2,2,51,2238,44024,2,17
1,6097,71,2,0,0,0,0,2,16,0,0,19362.12,2,12
1,8183,26,1,3400,17,4,45000,2,7,51,1836,95176,3,13
1,2295,39,1,8740,23.35,14,70000,2,4,50,662,47672,2,13
1,1951,88,2,0,0,0,0,1,99,0,0,33337.12,3,15
1,2483,57,2,5410,37,20,70000,2,37,47,1896,25564,3,13
1,1513,28,2,5240,25,7,60000,2,6,50,2218,48042,3,16
1,1677,25,1,5240,11,0,18000,2,4,52,2288,53614,3,15
1,307,52,1,2000,22,18,60000,2,10,49,1960,106680,3,12
1,2977,38,2,9140,0,0,34000,2,4,52,3120,39461.61,3,13
1,3235,38,2,8740,12.5,0,24000,2,1,43,1720,35374,3,9
1,3292,35,2,4020,0,0,25000,2,0,40,1612,46280,3,14
1,3051,28,2,4230,999,0,9999999,2,2,41,1640,27480.99,3,11
1,3301,27,2,8740,16,3,47000,2,9,51,2550,34572,3,15
1,3049,52,1,8255,16,1,26000,2,25,51,2467,30412,3,11
1,3240,36,1,4020,11,2,25000,2,3,52,3160,31865,3,14
1,3239,40,1,4030,9.5,1,0,2,16,0,0,40160,3,10
1,3076,64,1,8650,16.55,0,10000,2,44,51,2458,39062.13,3,12
1,8214,93,1,0,0,0,0,2,99,0,0,5376,1,2
1,8227,81,2,0,0,0,0,2,9,0,0,3422,3,12
1,9483,59,1,0,0,0,0,2,29,0,0,13710,3,11
1,7351,57,2,3600,12.25,5,25000,2,13,49,784,20046,3,14
1,8808,33,1,6420,15,6,30000,2,15,49,1960,36760,3,11
1,2384,62,1,3930,16.5,15,32000,2,99,51,2080,55520,2,99
1,2030,59,2,5330,0,25,9999999,2,5,44,1800,18483.82,2,13
1,2445,58,1,9120,999,4,9999999,2,99,51,2040,38244,2,12
1,2051,54,2,5940,20,4,35000,2,10,51,2040,57998.76,2,16
1,2398,35,1,9130,0,3,36000,2,12,49,1968,73555.3,3,12
1,2462,30,1,4710,0,3,9999999,2,8,52,2080,35920,2,16
1,1967,33,1,4220,999,0,0,2,1,0,0,27315.33,2,12
1,1552,26,1,9620,18,2,40000,2,4,52,3199,49100,2,16
1,9090,38,1,6100,0,15,500000,7,3,52,5720,87520,3,12
1,6551,68,1,0,0,0,0,2,20,0,0,42640,3,12
1,6809,82,2,4610,999,43,14144,2,0,52,1300,36592.29,4,12
1,7218,62,2,0,0,0,0,2,0,0,0,5826.77,4,12
1,7430,61,1,9130,13.75,4,38000,2,8,50,2101,19824.38,4,12
1,6951,59,2,3930,15.5,11,53000,2,0,52,2860,53841.02,4,12
1,4729,57,1,9120,22.5,20,40000,2,6,52,2080,35170,4,11
1,5547,54,1,4140,10,0,20000,2,99,52,1820,9960,3,10
1,5072,34,2,4510,0,0,300,2,3,47,93,4412,4,15
1,5814,41,1,0,0,0,0,7,4,0,0,63872,4,11
1,6909,34,1,4700,17,4,30000,2,16,51,2040,29277.61,4,14
1,9599,63,2,0,0,0,0,9,99,0,0,62055.55,3,99
1,4912,60,1,1550,23.5,13,69000,2,11,49,1970,66083,3,14
1,8168,31,1,910,0,3,43000,2,8,30,1484,70420,3,16
1,6982,66,1,740,0,23,123000,2,12,49,1944,97100,3,16
1,8388,30,1,4220,25.45,12,41000,2,3,49,1968,11526,3,13
1,8298,53,1,4220,25,22,140000,2,99,51,4080,74843,3,12
1,7509,34,1,9000,22,3,44000,2,5,50,2041,72190,3,11
1,7683,34,2,4510,0,0,0,2,6,52,2080,28124.88,3,9
1,9222,27,1,4010,11.1,1,9999998,2,2,28,1136,50056,3,10
1,6675,58,1,9620,9.5,24,23758,2,99,52,2080,17585.48,3,8
1,5611,47,1,4010,0,8,24000,2,11,51,2040,51410,3,10
1,6793,40,2,5120,12.5,0,23000,2,10,39,1262,35183,3,14
1,7925,69,2,2540,0,0,27000,2,52,35,1330,47154,3,16
1,7571,67,1,0,0,0,0,2,15,0,0,131999.94,3,16
1,6878,47,2,5620,0,0,37000,2,5,49,2009,29524,3,17
1,5724,45,2,4720,0,0,5000,2,3,4,128,7350.3,3,13
1,6346,41,1,4210,15,3,27000,2,10,29,1066,75936,3,12
1,7463,34,1,2310,0,0,50000,2,0,49,1944,67060,3,17
1,6893,65,1,4250,0,0,70000,2,13,48,3120,114704,3,12
1,6464,38,1,4700,25,0,50000,2,2,52,2080,71900,3,16
1,7133,22,1,9600,17.4,1,35000,1,3,52,2340,26200,3,12
1,7595,61,1,4850,0,18,78000,1,13,50,2000,70280,3,14
1,6370,27,1,7000,0,2,100000,1,4,48,2228,74600,3,16
1,8104,59,2,9640,13,11,9999998,2,99,52,2279,13998,3,10
1,8395,57,2,4220,12,6,23000,2,20,51,2056,15190,3,12
1,6808,53,2,4600,0,0,2820,2,3,47,1868,7130.16,3,8
1,6386,52,2,5000,11.9,18,25000,2,8,47,2086,29282.66,3,11
1,4878,41,2,5620,15.5,0,11000,2,5,27,1080,37191.52,3,14
1,7636,40,1,4250,0,20,18632,2,8,52,1924,10657,3,10
1,7980,36,2,5620,13.5,5,25000,2,3,49,2470,34010,3,14
1,6586,32,2,4700,13,0,35000,2,8,50,1494,20676.43,3,16
1,6310,30,1,4220,13.75,0,18000,2,5,52,1820,29727.49,3,13
1,6566,29,2,8720,0,0,30000,7,0,43,1892,22360.06,3,14
1,5970,25,2,4110,2.13,0,12000,2,2,51,2056,23428,3,11
1,8484,23,1,4020,13.5,0,12000,2,4,43,1652,31958,3,11
1,6634,53,1,0,0,0,0,2,99,0,0,34343.17,3,99
1,8279,33,2,2016,0,1,20000,2,3,52,2120,26070,3,11
1,8260,33,1,5620,14,0,25000,2,11,52,2600,62940,3,11
1,3061,54,2,4010,0,0,30000,2,99,17,680,15760,3,12
1,3183,28,1,4700,11,2,16000,2,5,50,1500,23960,3,12
1,3440,26,1,4210,0,0,60000,2,6,52,1560,86500,3,12
1,1366,62,2,5310,10,11,8000,2,24,49,1087,20550,2,12
1,2164,37,2,5510,0,15,7000,2,7,33,660,19380,2,13
1,2561,27,2,5240,15,0,24000,2,0,50,2268,71971.63,3,13
1,2221,20,2,4110,999,1,8300,2,1,52,2080,17236.38,2,14
1,1804,50,1,735,0,1,75000,2,99,52,2080,78928,2,16
1,1890,59,1,4130,11,4,23000,2,99,52,2080,11490,3,12
1,1565,64,2,3600,9.5,8,28000,2,10,52,1820,24797.45,2,12
1,1818,55,1,0,0,0,0,2,2,0,0,15820,2,11
1,2151,43,2,5700,18.75,19,38000,2,9,49,2602,49330,2,16
1,1956,31,1,0,0,0,0,2,2,0,0,8036.15,2,12
1,2050,29,2,8740,12.75,0,20000,2,3,51,2040,29370,2,12
1,2408,29,2,2850,0,0,85000,2,6,51,3598,66072,3,16
1,2409,47,1,4710,0,0,9999998,2,15,52,2560,16440,2,10
1,3105,87,2,0,0,0,0,2,33,0,0,2564.77,2,12
1,3217,68,2,4610,11.05,7,12000,2,3,51,2448,26048,2,12
1,3102,66,1,0,0,0,0,2,8,0,0,8503,2,12
1,2986,61,2,0,0,0,0,2,9,0,0,6397.01,2,11
1,3096,58,1,4250,13,0,9999998,2,10,14,140,12158,2,13
1,3040,57,2,3600,9.85,8,8000,2,0,44,1320,15420,2,11
1,3062,50,1,8100,0,0,24960,2,5,52,2080,5632,2,11
1,3224,46,2,9140,17.32,18,40000,2,0,51,2550,30572,2,13
1,3115,41,1,7750,13.75,3,35000,2,3,51,2448,18180,2,12
1,3038,39,2,0,0,0,0,2,2,0,0,20600,3,14
1,3162,32,1,136,0,1,38000,2,0,51,2295,31200,2,14
1,3284,29,1,9620,12.5,4,20000,2,1,52,2580,28576,2,12
1,3122,25,1,2310,15,0,52000,2,3,50,2000,25199,2,14
1,3098,25,2,0,0,0,0,2,4,0,0,11455,2,12
1,3112,23,1,7750,13.96,4,33000,2,4,52,2600,22978,2,12
1,3042,19,1,4020,13,0,20000,2,2,51,1989,14964,2,13
1,3087,38,2,8965,0,0,9999998,2,0,52,2080,14708.5,2,13
1,2931,44,1,4760,0,7,50000,2,99,51,3060,44094.25,2,12
1,3327,24,1,5620,16,5,39260,2,5,52,2340,20940,2,16
1,2962,29,2,0,0,0,0,1,0,0,0,23836,2,13
1,2968,51,1,9620,16,7,54000,2,23,50,2250,70241,2,10
1,8825,71,2,0,0,0,0,2,17,0,0,44226.95,1,14
